Word #,Analyzed_1,Word,Onset_1,Offset Time,,Word #,Continuous word #,Analyzed_2,Word,Onset_2,Offset Time
1710,0,different,635.44,635.73,,1710,3966,0,stared,641.5,641.76
1711,0,kinds,635.73,635.94,,1711,3967,0,at,641.759999,641.839999
1712,0,of,635.94,636.06,,1712,3968,0,the,641.84,641.94
1713,0,map,636.06,636.28,,1713,3969,0,cover.,641.94,642.36
1714,0,turtles.,636.28,636.69,,1714,3970,0,Emily,643.27,643.87
1715,0,And,637.05,637.2,,1715,3971,0,Isn't,644.37,644.65
1716,0,we,637.2,637.29,,1716,3972,0,your,644.65,644.8
1717,0,don't,637.29,637.44,,1717,3973,0,turtle,644.83,645.32
1718,0,have,637.44,637.61,,1718,3974,0,a,645.429999,645.539999
1719,0,any,637.67,637.97,,1719,3975,0,box,645.54,645.99
1720,0,as,637.97,638.14,,1720,3976,1,turtle?,645.99,646.45
1721,0,pretty,638.16,638.43,,1721,3977,0,Tully,646.869999,647.179999
1722,0,as,638.429999,638.589999,,1722,3978,0,asked.,647.199999,647.649999
1723,0,Coco,638.59,638.94,,1723,3979,0,Yes.,648.38,648.94
1724,0,at,638.94,639.06,,1724,3980,0,Box,649.87,650.21
1725,0,the,639.059999,639.169999,,1725,3981,1,turtles,650.21,650.59
1726,0,pet,639.179999,639.409999,,1726,3982,0,are,650.63,650.92
1727,1,store.,639.41,639.76,,1727,3983,0,land,650.92,651.33
1728,0,Tully,640.63,640.89,,1728,3984,1,"turtles,",651.38,651.85
1729,0,stopped,640.889999,641.209999,,1729,3985,0,right?,651.85,652.2
1730,0,him,641.21,641.46,,1730,3986,0,"Yes,",653.22,653.72
1731,0,and,641.52,641.67,,1731,3987,0,Emily,654.57,654.9
1732,0,wrinkled,641.67,641.97,,1732,3988,0,said,654.91,655.16
1733,0,her,641.969999,642.069999,,1733,3989,0,so,655.16,655.43
1734,0,nose.,642.07,642.44,,1734,3990,0,softly,655.43,656.1
1735,0,"Wait,",643.139999,643.509999,,1735,3991,0,that,656.15,656.32
1736,0,what,644.25,644.41,,1736,3992,0,they,656.32,656.43
1737,0,is,644.41,644.51,,1737,3993,0,could,656.429999,656.549999
1738,0,a,644.51,644.52,,1738,3994,0,barely,656.559999,656.929999
1739,0,carapace?,645.46,645.47,,1739,3995,0,hear,656.929999,657.189999
1740,0,His,646.27,646.44,,1740,3996,0,her.,657.19,657.49
1741,0,"shell,",646.440001,646.820001,,1741,3997,0,But,658.34,658.51
1742,0,Javier,647.029999,647.429999,,1742,3998,0,this,658.51,658.7
1743,0,explained.,647.43,647.99,,1743,3999,0,book,658.7,658.9
1744,0,"Oh,",648.549999,648.959999,,1744,4000,0,is,658.9,659.01
1745,0,why,649.4,649.59,,1745,4001,0,for,659.01,659.14
1746,0,didn't,649.58,649.72,,1746,4002,0,taking,659.139999,659.479999
1747,0,you,649.72,649.88,,1747,4003,0,care,659.48,659.81
1748,0,say,649.88,650.14,,1748,4004,0,of,659.82,659.96
1749,0,that,650.14,650.37,,1749,4005,0,an,659.96,660.05
1750,0,silly!,650.37,650.88,,1750,4006,0,aquatic,660.05,660.53
1751,0,Tully,651.51,651.79,,1751,4007,1,turtle,660.54,660.98
1752,0,laughed,651.79,652.28,,1752,4008,0,a,661.28,661.36
1753,0,and,652.37,652.53,,1753,4009,0,water,661.36,661.74
1754,0,all,652.54,652.72,,1754,4010,0,turtle.,661.74,662.2
1755,0,of,652.72,652.8,,1755,4011,0,Coco,663.219999,663.589999
1756,0,them,652.8,652.97,,1756,4012,0,is,663.589999,663.729999
1757,0,continued,652.97,653.5,,1757,4013,0,an,663.73,663.83
1758,0,going,653.5,653.76,,1758,4014,0,aquatic,663.83,664.2
1759,0,over,653.78,654.17,,1759,4015,0,"turtle,",664.199999,664.769999
1760,0,Tully's,654.23,654.54,,1760,4016,0,right?,665.029999,665.449999
1761,0,notes.,654.57,655,,1761,4017,0,Emily,666.38,666.72
1762,0,"Suddenly,",656.099999,656.719999,,1762,4018,0,nodded.,666.72,667.17
1763,0,the,656.889999,656.989999,,1763,4019,0,Her,667.6,667.76
1764,0,most,656.99,657.22,,1764,4020,0,lower,667.76,668.05
1765,0,popular,657.23,657.78,,1765,4021,0,lip,668.05,668.22
1766,0,girl,657.78,658.04,,1766,4022,0,was,668.22,668.4
1767,0,in,658.04,658.18,,1767,4023,0,trembling.,668.4,669.01
1768,0,"class,",658.179999,658.699999,,1768,4024,0,"Emily,",669.96,670.58
1769,0,"Megan,",658.79,659.27,,1769,4025,0,Tully,671.16,671.46
1770,0,pranced,659.55,659.9,,1770,4026,0,said,671.46,671.66
1771,0,over,659.9,660.15,,1771,4027,0,gently.,671.66,672.14
1772,0,to,660.15,660.31,,1772,4028,0,Is,672.73,672.88
1773,0,see,660.309999,660.489999,,1773,4029,0,there,672.88,673.02
1774,0,what,660.49,660.63,,1774,4030,0,something,673.02,673.4
1775,0,the,660.63,660.73,,1775,4031,0,you,673.4,673.51
1776,0,Gumshoe,660.73,660.84,,1776,4032,0,want,673.51,673.71
1777,0,gang,661.11,661.32,,1777,4033,0,to,673.72,673.83
1778,0,was,661.32,661.44,,1778,4034,0,tell,673.83,674.13
1779,0,up,661.44,661.61,,1779,4035,0,us?,674.13,674.47
1780,0,to.,661.61,661.89,,1780,4036,0,Emily,675.37,675.68
1781,0,What's,662.639999,662.839999,,1781,4037,0,started,675.679999,676.009999
1782,0,all,662.839999,662.949999,,1782,4038,0,to,676.01,676.1
1783,0,the,662.95,663.08,,1783,4039,0,cry.,676.099999,676.599999
1784,0,excitement,663.08,663.67,,1784,4040,0,I'm,677.349999,677.589999
1785,0,over,663.67,663.85,,1785,4041,0,sorry.,677.59,678.13
1786,0,here?,663.849999,664.439999,,1786,4042,0,I,678.24,678.42
1787,0,Alex,665.309999,665.589999,,1787,4043,0,took,678.42,678.64
1788,0,was,665.59,665.71,,1788,4044,0,Coco.,678.65,679.12
1789,0,about,665.709999,666.029999,,1789,4045,0,It,679.27,679.45
1790,0,to,666.029999,666.109999,,1790,4046,0,was,679.45,679.63
1791,0,tell,666.109999,666.369999,,1791,4047,0,me.,679.639999,680.069999
1792,0,"her,",666.37,666.64,,1792,4048,0,But,680.87,681.06
1793,0,but,666.73,666.94,,1793,4049,0,why?,681.059999,681.629999
1794,0,Tully,666.94,667.27,,1794,4050,0,Caleb,681.87,682.28
1795,0,narrowed,667.27,667.69,,1795,4051,0,asked.,682.279999,682.679999
1796,0,her,667.69,667.87,,1796,4052,0,Emily,683.34,683.69
1797,1,eyes,667.87,668.07,,1797,4053,0,sniffed.,683.690001,684.210001
1798,0,at,668.07,668.17,,1798,4054,0,Because,684.88,685.37
1799,0,him.,668.17,668.41,,1799,4055,0,my,685.72,685.94
1800,0,Just,669.35,669.62,,1800,4056,0,turtle,685.97,686.35
1801,0,"then,",669.62,669.9,,1801,4057,0,ran,686.35,686.55
1802,0,Tully,670.22,670.48,,1802,4058,0,away.,686.55,687.03
1803,0,noticed,670.48,670.76,,1803,4059,0,On,687.45,687.63
1804,0,something,670.76,671.15,,1804,4060,0,"Tuesday,",687.66,688.3
1805,0,about,671.16,671.43,,1805,4061,0,I,688.36,688.48
1806,0,Megan's,671.43,671.81,,1806,4062,0,took,688.48,688.7
1807,0,black,671.86,672.22,,1807,4063,0,Bubbles,688.7,689
1808,0,V-neck,672.63,672.64,,1808,4064,0,out,689,689.17
1809,1,sweater.,672.64,673.09,,1809,4065,0,to,689.17,689.27
1810,0,She,673.93,674.17,,1810,4066,0,play,689.27,689.52
1811,0,reached,674.17,674.5,,1811,4067,0,in,689.52,689.63
1812,0,over,674.5,674.83,,1812,4068,0,my,689.63,689.75
1813,0,and,674.86,675.03,,1813,4069,0,"backyard,",689.76,690.43
1814,0,plucked,675.03,675.36,,1814,4070,0,so,690.56,690.66
1815,0,off,675.36,675.53,,1815,4071,0,he,690.68,690.75
1816,0,a,675.55,675.64,,1816,4072,0,could,690.76,690.89
1817,0,short,675.639999,676.189999,,1817,4073,0,have,690.9,691.1
1818,0,white,676.36,676.84,,1818,4074,0,some,691.1,691.27
1819,1,hair.,676.94,677.45,,1819,4075,0,fun,691.27,691.48
1820,0,Ewwwww!,678.22,678.94,,1820,4076,0,in,691.48,691.58
1821,0,What,679.37,679.65,,1821,4077,0,the,691.58,691.68
1822,0,is,679.77,680.06,,1822,4078,0,sunshine.,691.68,692.32
1823,0,that?,680.11,680.58,,1823,4079,0,I,692.98,693.16
1824,0,Megan,681.13,681.44,,1824,4080,0,thought,693.17,693.47
1825,0,squealed.,681.44,681.93,,1825,4081,0,he,693.469999,693.569999
1826,0,Tully,682.59,682.88,,1826,4082,0,was,693.57,693.74
1827,0,held,682.889999,683.109999,,1827,4083,0,taking,693.74,694.04
1828,0,it,683.109999,683.209999,,1828,4084,0,a,694.04,694.09
1829,0,between,683.209999,683.509999,,1829,4085,0,nap,694.09,694.51
1830,0,her,683.51,683.63,,1830,4086,0,so,694.83,694.96
1831,0,fingertips,683.629999,684.199999,,1831,4087,0,I,694.96,695.04
1832,0,with,684.199999,684.379999,,1832,4088,0,went,695.04,695.23
1833,0,one,684.38,684.56,,1833,4089,0,inside,695.23,695.63
1834,0,hand,684.56,684.88,,1834,4090,0,for,695.63,695.75
1835,0,and,685.059999,685.199999,,1835,4091,0,a,695.75,695.81
1836,0,picked,685.2,685.47,,1836,4092,0,drink,695.809999,696.039999
1837,0,up,685.47,685.64,,1837,4093,0,of,696.04,696.18
1838,0,one,685.64,685.77,,1838,4094,1,water.,696.179999,696.599999
1839,0,of,685.77,685.87,,1839,4095,0,I,697.23,697.36
1840,0,the,685.87,685.94,,1840,4096,0,guess,697.36,697.71
1841,0,white,685.94,686.22,,1841,4097,0,turtles,697.74,698.08
1842,1,hairs,686.22,686.54,,1842,4098,0,can,698.08,698.23
1843,0,stuck,686.55,686.86,,1843,4099,0,move,698.23,698.45
1844,0,to,686.86,687.02,,1844,4100,0,really,698.469999,698.789999
1845,0,the,687.02,687.13,,1845,4101,0,fast,698.79,699.24
1846,0,knees,687.13,687.41,,1846,4102,0,when,699.24,699.34
1847,0,of,687.41,687.55,,1847,4103,0,they,699.339999,699.449999
1848,0,her,687.55,687.7,,1848,4104,0,want,699.45,699.71
1849,0,own,687.73,688.01,,1849,4105,0,"to,",699.71,700.02
1850,1,pants.,688.02,688.49,,1850,4106,0,because,700.449999,700.709999
1851,0,She,688.92,689.09,,1851,4107,0,when,700.709999,700.869999
1852,0,put,689.09,689.28,,1852,4108,0,I,700.869999,700.949999
1853,0,them,689.28,689.45,,1853,4109,0,came,700.959999,701.209999
1854,0,side,689.45,689.7,,1854,4110,0,back,701.209999,701.409999
1855,0,by,689.71,689.88,,1855,4111,0,"outside,",701.43,702.07
1856,0,side.,689.89,690.29,,1856,4112,0,he,702.16,702.44
1857,0,"Voila,",691.41,691.65,,1857,4113,0,was,702.440001,702.650001
1858,0,a,692.13,692.25,,1858,4114,0,gone.,702.65,703.15
1859,0,match!,692.25,692.95,,1859,4115,0,I,703.86,703.97
1860,0,Tully,693.59,693.78,,1860,4116,0,looked,703.97,704.2
1861,0,exclaimed.,694.4,694.41,,1861,4117,0,everywhere.,704.25,704.98
1862,0,Megan,695.3,695.58,,1862,4118,0,I,705.67,705.79
1863,0,made,695.58,695.74,,1863,4119,0,knew,705.79,705.99
1864,0,a,695.74,695.8,,1864,4120,0,I'd,705.99,706.11
1865,0,face,695.8,696.17,,1865,4121,0,get,706.11,706.23
1866,0,like,696.17,696.33,,1866,4122,0,in,706.23,706.34
1867,0,she'd,696.33,696.54,,1867,4123,0,big,706.36,706.6
1868,0,just,696.54,696.75,,1868,4124,1,trouble,706.61,707
1869,0,had,696.75,696.87,,1869,4125,0,when,707,707.13
1870,0,a,696.87,696.93,,1870,4126,0,my,707.13,707.26
1871,0,bite,696.929999,697.209999,,1871,4127,0,parents,707.26,707.66
1872,0,of,697.23,697.35,,1872,4128,0,found,707.67,707.93
1873,0,a,697.349999,697.409999,,1873,4129,0,out.,707.93,708.14
1874,0,sour,697.41,697.93,,1874,4130,0,And,708.66,708.84
1875,1,lemon.,697.95,698.45,,1875,4131,0,I,708.84,708.91
1876,0,"Megan,",699.24,699.7,,1876,4132,0,missed,708.91,709.16
1877,0,do,700.09,700.18,,1877,4133,0,Bubbles,709.16,709.58
1878,0,you,700.18,700.28,,1878,4134,0,so,709.59,709.82
1879,0,know,700.279999,700.409999,,1879,4135,0,much.,709.82,710.31
1880,0,whose,700.41,700.65,,1880,4136,0,I'm,710.83,710.99
1881,0,hairs,700.65,700.96,,1881,4137,0,very,710.99,711.29
1882,0,these,700.959999,701.169999,,1882,4138,0,sorry.,711.29,711.81
1883,0,are?,701.17,701.44,,1883,4139,0,I,712.139999,712.249999
1884,0,Tully,701.91,702.22,,1884,4140,0,felt,712.25,712.51
1885,0,"asked,",702.23,702.6,,1885,4141,0,terrible,712.51,712.93
1886,0,obviously,702.74,703.21,,1886,4142,0,this,712.929999,713.069999
1887,0,knowing,703.21,703.48,,1887,4143,0,whole,713.07,713.28
1888,0,the,703.48,703.66,,1888,4144,1,time.,713.28,713.83
1889,0,answer,703.66,703.96,,1889,4145,0,When,715.099999,715.259999
1890,0,already.,703.96,704.42,,1890,4146,0,did,715.259999,715.389999
1891,0,I,705.26,705.37,,1891,4147,0,you,715.389999,715.529999
1892,0,don't,705.37,705.56,,1892,4148,0,do,715.53,715.75
1893,0,knowu2026,706.12,706.13,,1893,4149,0,it?,715.75,715.96
1894,0,they,706.65,706.81,,1894,4150,0,Alex,716.36,716.71
1895,0,could,706.81,707.03,,1895,4151,0,asked.,716.71,717.08
1896,0,be,707.03,707.17,,1896,4152,0,When,717.78,717.95
1897,0,from,707.17,707.63,,1897,4153,0,I,717.95,718.02
1898,0,anywhere!,707.66,708.29,,1898,4154,0,heard,718.02,718.23
1899,0,Megan,708.76,709.06,,1899,4155,0,Mr,718.23,718.52
1900,0,replied.,709.06,709.58,,1900,4156,0,Hornswoggle,718.52,718.79
1901,0,But,710.17,710.33,,1901,4157,0,was,719.129999,719.299999
1902,0,they,710.33,710.51,,1902,4158,0,going,719.299999,719.499999
1903,0,aren't,710.559999,710.829999,,1903,4159,0,to,719.5,719.58
1904,0,from,710.84,711.08,,1904,4160,0,be,719.59,719.68
1905,0,anywhere.,711.09,711.62,,1905,4161,0,away,719.68,719.94
1906,0,These,711.96,712.19,,1906,4162,0,from,719.940001,720.110001
1907,0,hairs,712.19,712.51,,1907,4163,0,the,720.109999,720.219999
1908,0,prove,712.57,713.06,,1908,4164,0,library,720.22,720.79
1909,0,you,713.059999,713.149999,,1909,4165,0,all,720.82,721.01
1910,0,were,713.15,713.26,,1910,4166,0,afternoon,721.01,721.41
1911,0,at,713.259999,713.369999,,1911,4167,0,on,721.41,721.56
1912,0,the,713.41,713.53,,1912,4168,0,"Wednesday,",721.56,722.14
1913,0,scene,713.53,713.95,,1913,4169,0,I,722.41,722.54
1914,0,of,713.96,714.13,,1914,4170,0,thought,722.54,722.74
1915,0,the,714.13,714.23,,1915,4171,0,it,722.74,722.8
1916,1,crime!,714.24,714.82,,1916,4172,0,was,722.8,722.92
1917,0,Megan,715.639999,715.969999,,1917,4173,0,the,722.92,723.06
1918,0,looked,715.969999,716.149999,,1918,4174,0,answer,723.1,723.45
1919,0,at,716.15,716.29,,1919,4175,0,to,723.45,723.61
1920,0,Tully,716.29,716.77,,1920,4176,0,all,723.67,723.93
1921,0,and,717.04,717.22,,1921,4177,0,of,723.93,724.05
1922,0,then,717.219999,717.349999,,1922,4178,0,my,724.05,724.21
1923,0,at,717.349999,717.449999,,1923,4179,0,troubles.,724.23,724.82
1924,0,the,717.45,717.54,,1924,4180,0,I,725.38,725.55
1925,0,two,717.54,717.75,,1925,4181,0,sneaked,725.55,725.9
1926,0,white,717.75,718,,1926,4182,0,away,725.9,726.16
1927,1,hairs.,718,718.52,,1927,4183,0,during,726.16,726.43
1928,0,What,719.129999,719.309999,,1928,4184,0,"lunch,",726.43,726.84
1929,0,are,719.309999,719.369999,,1929,4185,0,taking,727,727.3
1930,0,you,719.369999,719.489999,,1930,4186,0,my,727.3,727.45
1931,0,even,719.49,719.77,,1931,4187,0,cheese,727.45,727.76
1932,0,talking,719.77,720.26,,1932,4188,0,stick,727.76,728
1933,0,about?,720.28,720.64,,1933,4189,0,with,728,728.16
1934,0,Megan's,721.27,721.63,,1934,4190,0,me,728.16,728.27
1935,0,face,721.63,721.96,,1935,4191,0,to,728.27,728.37
1936,0,looked,721.96,722.15,,1936,4192,0,snack,728.37,728.76
1937,0,panicky.,722.18,722.79,,1937,4193,0,on.,728.76,729.06
1938,0,These,723.41,723.85,,1938,4194,0,I,729.84,729.94
1939,0,hairs,723.86,724.32,,1939,4195,0,was,729.94,730.1
1940,0,prove,724.38,724.89,,1940,4196,0,putting,730.11,730.36
1941,0,you,724.99,725.1,,1941,4197,0,Coco,730.36,730.75
1942,0,were,725.1,725.24,,1942,4198,0,in,730.75,730.89
1943,0,at,725.24,725.38,,1943,4199,0,my,730.889999,731.019999
1944,0,the,725.38,725.52,,1944,4200,1,backpack,731.02,731.6
1945,0,scene,725.52,725.89,,1945,4201,0,when,731.63,731.83
1946,0,of,725.91,726.01,,1946,4202,0,I,731.83,731.89
1947,0,the,726.05,726.16,,1947,4203,0,heard,731.889999,732.079999
1948,0,crime.,726.16,726.67,,1948,4204,0,a,732.08,732.12
1949,0,One,727.26,727.52,,1949,4205,0,"noise,",732.12,732.65
1950,0,hair,727.52,727.8,,1950,4206,0,so,733.139999,733.299999
1951,0,is,727.8,727.98,,1951,4207,0,I,733.299999,733.379999
1952,0,from,727.98,728.21,,1952,4208,0,crept,733.41,733.64
1953,0,your,728.21,728.41,,1953,4209,0,behind,733.639999,733.959999
1954,0,"sweater,",728.41,728.86,,1954,4210,0,one,733.96,734.07
1955,0,and,729.25,729.38,,1955,4211,0,of,734.07,734.17
1956,0,the,729.38,729.53,,1956,4212,0,the,734.17,734.25
1957,0,other,729.57,729.92,,1957,4213,0,bookcases.,734.25,734.99
1958,0,came,729.94,730.2,,1958,4214,0,Megan,735.799999,736.139999
1959,0,from,730.2,730.33,,1959,4215,0,came,736.139999,736.349999
1960,0,the,730.33,730.45,,1960,4216,0,in,736.35,736.45
1961,0,library,730.45,730.97,,1961,4217,0,to,736.449999,736.539999
1962,1,carpet.,730.969999,731.509999,,1962,4218,0,play,736.539999,736.679999
1963,0,And,732.08,732.26,,1963,4219,0,with,736.68,736.83
1964,0,they're,732.259999,732.409999,,1964,4220,0,Howard.,736.83,737.33
1965,0,both,732.44,732.86,,1965,4221,0,As,737.779999,737.949999
1966,0,from,732.95,733.16,,1966,4222,0,soon,737.949999,738.189999
1967,0,Howard,733.2,733.74,,1967,4223,0,as,738.190001,738.300001
1968,0,the,733.77,733.93,,1968,4224,0,she,738.299999,738.469999
1969,0,hamster!,733.929999,734.599999,,1969,4225,0,"left,",738.47,738.81
1970,0,Tully,735.289999,735.409999,,1970,4226,0,I,738.85,738.99
1971,0,said,735.58,735.83,,1971,4227,0,ran,738.99,739.3
1972,0,with,735.83,735.96,,1972,4228,0,right,739.3,739.59
1973,0,a,735.96,736.01,,1973,4229,0,out,739.64,739.82
1974,0,grin,736.01,736.43,,1974,4230,0,of,739.82,739.99
1975,0,knowing,736.52,736.84,,1975,4231,0,there.,739.99,740.27
1976,0,that,736.84,737.01,,1976,4232,0,And,740.38,740.54
1977,0,she,737.01,737.17,,1977,4233,0,that's,740.54,740.73
1978,0,was,737.17,737.38,,1978,4234,0,it.,740.73,741.07
1979,0,the,737.4,737.52,,1979,4235,0,Except,741.63,742.11
1980,0,greatest,737.52,737.95,,1980,4236,0,Coco,742.45,742.79
1981,0,detective,737.949999,738.519999,,1981,4237,0,is,742.79,742.91
1982,0,in,738.54,738.72,,1982,4238,0,acting,742.91,743.26
1983,0,Watson,738.73,739.16,,1983,4239,0,funny.,743.26,743.65
1984,0,Elementary.,739.17,739.81,,1984,4240,0,He-,744.1,744.78
1985,0,Javier's,740.51,740.84,,1985,4241,0,I,745.08,745.35
1986,0,mouth,740.92,741.19,,1986,4242,0,mean,745.35,745.65
1987,0,fell,741.19,741.43,,1987,4243,0,she,745.65,746.11
1988,0,open.,741.43,741.8,,1988,4244,0,#NAME?,746.44,746.61
1989,0,Wow.,742.33,742.89,,1989,4245,0,not,746.61,746.77
1990,0,That's,743.48,743.73,,1990,4246,0,eating,746.77,747.02
1991,0,amazing.,743.73,744.48,,1991,4247,0,the,747.02,747.11
1992,0,Megan,745.36,745.68,,1992,4248,1,food,747.11,747.38
1993,0,blew,745.68,745.86,,1993,4249,0,I'm,747.38,747.48
1994,0,a,745.86,745.92,,1994,4250,0,giving,747.49,747.8
1995,0,puff,745.92,746.15,,1995,4251,0,her.,747.8,748.11
1996,0,of,746.15,746.28,,1996,4252,0,She,748.49,748.68
1997,0,air,746.28,746.48,,1997,4253,0,seems,748.679999,749.019999
1998,0,out,746.49,746.59,,1998,4254,0,really,749.02,749.42
1999,0,of,746.59,746.7,,1999,4255,0,unhappy.,749.42,750.12
2000,0,her,746.7,746.81,,2000,4256,0,And,750.53,750.69
2001,0,cheeks.,746.809999,747.259999,,2001,4257,0,I,750.69,750.75
2002,0,"Okay,",747.639999,748.419999,,2002,4258,0,just,750.75,750.9
2003,0,fine.,748.42,748.99,,2003,4259,0,want,750.9,751.05
2004,0,I,749.349999,749.519999,,2004,4260,0,Coco,751.07,751.36
2005,0,snuck,749.52,749.81,,2005,4261,0,to,751.36,751.47
2006,0,into,749.809999,749.999999,,2006,4262,0,be,751.48,751.62
2007,0,the,750,750.14,,2007,4263,0,okay.,751.62,752.15
2008,1,library,750.139999,750.819999,,2008,4264,0,Lyra,752.839999,752.849999
2009,0,during,750.86,751.16,,2009,4265,0,put,753.17,753.32
2010,0,lunch,751.16,751.58,,2010,4266,0,her,753.32,753.42
2011,0,because,751.67,751.93,,2011,4267,0,arm,753.42,753.65
2012,0,I,751.929999,752.059999,,2012,4268,0,around,753.65,753.86
2013,0,knew,752.07,752.42,,2013,4269,0,Emily's,753.87,754.23
2014,0,Mr,752.44,752.81,,2014,4270,0,shoulder.,754.23,754.78
2015,0,Hornswoggle,752.809999,753.459999,,2015,4271,0,It's,755.309999,755.489999
2016,0,wasn't,753.54,753.79,,2016,4272,0,"okay,",755.49,755.84
2017,0,in,753.799999,753.999999,,2017,4273,0,Emily.,755.84,756.33
2018,0,there,754,754.16,,2018,4274,0,We,756.75,756.88
2019,0,to,754.16,754.25,,2019,4275,0,just,756.88,757.02
2020,0,catch,754.25,754.52,,2020,4276,0,need,757.02,757.12
2021,0,me.,754.52,754.73,,2021,4277,0,to,757.15,757.23
2022,0,Are,755.16,755.23,,2022,4278,0,bring,757.23,757.41
2023,0,you,755.23,755.34,,2023,4279,0,Coco,757.41,757.72
2024,0,happy,755.34,755.69,,2024,4280,0,back,757.72,757.97
2025,0,now?,755.690001,756.080001,,2025,4281,0,to,757.97,758.09
2026,0,Tully,757.01,757.24,,2026,4282,0,Mr,758.09,758.39
2027,0,crossed,757.24,757.56,,2027,4283,0,Hornswoggle,758.39,759.08
2028,0,her,757.56,757.66,,2028,4284,0,so,759.11,759.26
2029,0,arms.,757.66,758.03,,2029,4285,0,she,759.26,759.42
2030,0,I,758.55,758.64,,2030,4286,0,is,759.42,759.55
2031,0,am,758.64,758.75,,2031,4287,0,safe.,759.55,760.02
2032,0,very,758.75,759.09,,2032,4288,0,The,761.05,761.16
2033,0,"happy,",759.09,759.5,,2033,4289,0,Gumshoe,761.19,761.53
2034,0,thank,759.59,759.83,,2034,4290,0,gang,761.53,761.8
2035,0,you,759.83,760,,2035,4291,0,went,761.8,761.94
2036,0,very,760.01,760.34,,2036,4292,0,to,761.94,762.01
2037,0,much.,760.34,760.79,,2037,4293,0,find,762.01,762.29
2038,0,Now,761.25,761.46,,2038,4294,0,Mr,762.29,762.6
2039,0,hand,761.46,761.68,,2039,4295,0,Hornswoggle,762.6,763.22
2040,0,over,761.68,761.88,,2040,4296,0,and,763.24,763.32
2041,0,Coco.,761.88,762.29,,2041,4297,0,explained,763.33,763.97
2042,0,Megan,763.21,763.53,,2042,4298,0,everything.,764.02,764.65
2043,0,glared,763.53,763.8,,2043,4299,0,He,765.2,765.39
2044,0,at,763.8,763.93,,2044,4300,0,called,765.389999,765.679999
2045,0,her.,763.93,764.23,,2045,4301,0,Emily's,765.69,766.04
2046,0,"Wait,",764.809999,765.099999,,2046,4302,0,"parents,",766.059999,766.589999
2047,0,what,765.62,765.79,,2047,4303,0,who,766.65,766.81
2048,0,are,765.79,765.84,,2048,4304,0,said,766.809999,767.039999
2049,0,you,765.84,765.94,,2049,4305,0,they'd,767.04,767.16
2050,0,talking,765.94,766.26,,2050,4306,0,bring,767.17,767.38
2051,0,about,766.26,766.51,,2051,4307,0,Coco,767.38,767.66
2052,0,now?,766.51,766.97,,2052,4308,0,back,767.66,767.92
2053,0,You,767.67,767.8,,2053,4309,0,by,767.94,768.06
2054,0,just,767.8,767.99,,2054,4310,0,the,768.059999,768.209999
2055,0,said,767.99,768.25,,2055,4311,0,end,768.23,768.44
2056,0,that,768.25,768.34,,2056,4312,0,of,768.44,768.53
2057,0,you,768.34,768.5,,2057,4313,0,the,768.53,768.61
2058,0,snuck,768.52,768.88,,2058,4314,0,school,768.61,768.89
2059,0,into,768.889999,769.169999,,2059,4315,0,day.,768.889999,769.139999
2060,0,the,769.17,769.28,,2060,4316,0,He,769.719999,769.879999
2061,0,library,769.28,769.84,,2061,4317,0,congratulated,769.88,770.66
2062,0,to,769.84,770.01,,2062,4318,0,the,770.66,770.73
2063,0,steal,770.009999,770.319999,,2063,4319,0,Gumshoe,770.759999,771.069999
2064,0,Coco!,770.32,770.85,,2064,4320,0,gang,771.07,771.33
2065,0,Alex,770.99,771.29,,2065,4321,0,on,771.339999,771.489999
2066,0,said.,771.29,771.64,,2066,4322,0,solving,771.49,771.9
2067,0,"No,",772.209999,772.489999,,2067,4323,0,the,771.9,772
2068,0,"no,",772.49,772.68,,2068,4324,1,case,772,772.47
2069,0,no.,772.68,773.19,,2069,4325,0,and,772.559999,772.759999
2070,0,I,773.82,773.97,,2070,4326,0,thanked,772.779999,773.189999
2071,0,snuck,773.969999,774.209999,,2071,4327,0,them,773.199999,773.369999
2072,0,into,774.209999,774.399999,,2072,4328,0,for,773.369999,773.579999
2073,0,the,774.4,774.49,,2073,4329,0,all,773.609999,773.849999
2074,0,library,774.49,774.96,,2074,4330,0,of,773.85,773.96
2075,0,to,774.96,775.07,,2075,4331,0,their,773.959999,774.109999
2076,0,play,775.07,775.24,,2076,4332,0,hard,774.109999,774.439999
2077,0,with,775.24,775.4,,2077,4333,1,"work,",774.440001,774.830001
2078,0,"Howard,",775.4,775.9,,2078,4334,0,especially,775.1,775.65
2079,0,not,776.2,776.35,,2079,4335,0,Tully!,775.65,776.06
2080,0,to,776.35,776.42,,2080,4336,0,I,776.9,777.04
2081,0,steal,776.42,776.69,,2081,4337,0,hope,777.04,777.27
2082,0,Coco!,776.69,777.22,,2082,4338,0,that,777.27,777.41
2083,0,Megan,778.08,778.34,,2083,4339,0,I,777.41,777.47
2084,0,sighed,778.83,778.84,,2084,4340,0,will,777.47,777.63
2085,0,and,779.21,779.34,,2085,4341,0,see,777.63,777.76
2086,0,looked,779.34,779.51,,2086,4342,0,you,777.76,777.9
2087,0,around,779.51,779.78,,2087,4343,0,tomorrow,777.9,778.33
2088,0,like,779.78,779.91,,2088,4344,0,at,778.33,778.42
2089,0,she,779.91,779.99,,2089,4345,0,my,778.42,778.54
2090,0,was,779.99,780.11,,2090,4346,0,birthday,778.54,778.91
