Wordnum_1,Analyzed_1,Word_1,Onset_1,Offset_1,Cloze_1,,,Wordnum_p2,Wordnum_2,Analyzed_2,Word_2,Onset_2,Offset_2,Cloze_2
316,1,race.,119.41,119.92,0.67,,,316,2572,0,polishing,120.599999,121.089999,0.00
317,0,"No,",120.71,121.12,0.00,,,317,2573,0,them,121.09,121.28,0.63
318,0,Rocket.,121.12,121.77,0.13,,,318,2574,0,with,121.28,121.39,0.27
319,0,This,121.83,122.03,0.00,,,319,2575,0,his,121.389999,121.569999,0.63
320,0,is,122.03,122.18,0.93,,,320,2576,0,vest.,121.57,121.99,0.00
321,0,my,122.19,122.49,0.07,,,321,2577,0,Coco,122.9,123.24,0.00
322,0,"birthday,",122.49,123.08,0.33,,,322,2578,0,is,123.27,123.36,0.60
323,0,not,123.099999,123.349999,0.10,,,323,2579,0,a,123.38,123.52,0.43
324,0,yours.,123.349999,124.059999,0.63,,,324,2580,0,Cagle's,123.61,123.9,0.00
325,0,Tully,124.59,124.71,0.10,,,325,2581,0,Map,123.91,124.15,0.00
326,0,said.,124.709999,125.079999,0.60,,,326,2582,0,"turtle,",124.15,124.61,0.67
327,0,Even,125.77,126.06,0.00,,,327,2583,0,which,124.779999,125.189999,0.07
328,0,though,126.059999,126.219999,0.47,,,328,2584,0,is,125.25,125.49,0.47
329,0,Tully,126.43,126.56,0.00,,,329,2585,0,pretty,125.49,125.82,0.03
330,0,was,126.56,126.76,0.43,,,330,2586,0,rare.,125.82,126.26,0.43
331,0,planning,126.76,127.08,0.00,,,331,2587,0,They,126.92,127.09,0.03
332,0,an,127.08,127.22,0.00,,,332,2588,0,are,127.09,127.18,0.53
333,0,elegant,127.28,127.69,0.00,,,333,2589,0,only,127.18,127.47,0.07
334,0,dress-up,127.7,128.1,0.00,,,334,2590,0,found,127.47,127.82,0.33
335,1,"party,",128.1,128.54,0.83,,,335,2591,0,in,127.82,127.91,0.77
336,0,she,128.86,129.05,0.77,,,336,2592,0,a,127.91,127.98,0.03
337,0,wanted,129.05,129.39,0.20,,,337,2593,0,certain,127.98,128.32,0.07
338,0,to,129.39,129.51,0.77,,,338,2594,0,river,128.32,128.59,0.00
339,0,invite,129.51,129.83,0.10,,,339,2595,0,in,128.59,128.71,0.60
340,0,all,129.92,130.21,0.10,,,340,2596,0,Texas.,128.71,129.26,0.00
341,0,the,130.22,130.34,0.17,,,341,2597,0,And,129.53,129.7,0.00
342,0,boys,130.34,130.72,0.13,,,342,2598,0,she,129.7,129.92,0.00
343,0,in,130.73,130.82,0.30,,,343,2599,0,is,129.92,130.05,0.70
344,0,the,130.82,130.92,0.50,,,344,2600,0,a,130.05,130.12,0.40
345,1,class,130.92,131.31,0.83,,,345,2601,0,very,130.12,130.6,0.13
346,0,too.,131.34,131.72,0.07,,,346,2602,0,beautiful,130.61,131.04,0.00
347,0,Just,133.24,133.25,0.00,,,347,2603,0,turtle,131.04,131.48,0.67
348,0,then,133.59,133.93,0.10,,,348,2604,0,with,131.63,131.8,0.07
349,0,the,133.95,134.1,0.50,,,349,2605,0,all,131.81,131.99,0.00
350,0,"teacher,",134.12,134.65,0.57,,,350,2606,0,of,131.99,132.07,0.10
351,0,Miss,134.74,135,0.03,,,351,2607,0,those,132.07,132.28,0.00
352,0,"Flores,",135.01,135.59,0.00,,,352,2608,0,green,132.28,132.59,0.00
353,0,clapped,135.73,136.03,0.00,,,353,2609,0,circles,132.59,133.07,0.03
354,0,her,136.03,136.16,0.87,,,354,2610,0,and,133.11,133.28,0.20
355,1,hands.,136.16,136.67,1.00,,,355,2611,0,spirals,133.28,133.81,0.00
356,0,Back,137.19,137.47,0.00,,,356,2612,0,on,133.83,133.98,0.77
357,0,to,137.469999,137.579999,0.87,,,357,2613,0,her,133.98,134.04,0.83
358,0,your,137.58,137.75,0.20,,,358,2614,0,carapace.,134.05,134.7,0.03
359,1,"seats,",137.75,138.11,0.43,,,359,2615,0,Carapace!,136.179999,136.189999,0.03
360,0,class!,138.11,138.65,0.20,,,360,2616,0,That,136.469999,136.659999,0.13
361,0,It's,139.07,139.27,0.07,,,361,2617,0,means,136.66,136.86,0.23
362,0,time,139.27,139.47,0.87,,,362,2618,1,shell!,136.86,137.41,0.33
363,0,for,139.469999,139.619999,0.47,,,363,2619,0,Tully,137.7,138.01,0.20
364,0,language,139.62,140.07,0.00,,,364,2620,0,interjected.,138.009999,138.709999,0.00
365,0,arts.,140.07,140.46,0.27,,,365,2621,0,Very,139.45,139.82,0.00
366,0,Miss,141.139999,141.359999,0.00,,,366,2622,0,"good,",139.82,140.23,0.50
367,0,Flores,141.37,141.82,0.83,,,367,2623,0,Mr,140.46,140.74,0.23
368,0,pointed,141.839999,142.209999,0.00,,,368,2624,0,Hornswoggle,140.74,141.23,0.83
369,0,to,142.209999,142.299999,0.67,,,369,2625,0,said.,141.23,141.55,0.77
370,0,the,142.299999,142.409999,0.83,,,370,2626,0,Would,142.709999,142.869999,0.00
371,0,"whiteboard,",142.65,142.97,0.03,,,371,2627,0,someone,142.869999,143.169999,0.00
372,0,which,143.15,143.28,0.03,,,372,2628,0,want,143.18,143.51,0.17
373,0,had,143.279999,143.399999,0.20,,,373,2629,0,Coco,143.51,143.89,0.00
374,0,a,143.4,143.52,0.10,,,374,2630,0,because,143.889999,144.209999,0.00
375,0,bunch,143.529999,143.819999,0.00,,,375,2631,0,she's,144.209999,144.459999,0.47
376,0,of,143.82,143.94,1.00,,,376,2632,0,rare?,144.46,144.94,0.00
377,0,sentences,144.02,144.53,0.00,,,377,2633,0,Mr,145.32,145.61,0.00
378,0,on,144.53,144.68,0.47,,,378,2634,0,Hornswoggle,146.05,146.06,0.87
379,0,it.,144.68,144.84,0.77,,,379,2635,0,nodded.,146.06,146.48,0.00
380,0,This,145.6,145.85,0.00,,,380,2636,0,Possibly.,147.24,147.83,0.00
381,0,"morning,",145.85,146.29,0.00,,,381,2637,0,An,148.19,148.35,0.00
382,0,we,146.33,146.52,0.70,,,382,2638,0,adult,148.36,148.71,0.00
383,0,are,146.52,146.58,0.37,,,383,2639,0,Cagle's,148.75,149.09,0.00
384,0,going,146.58,146.87,0.97,,,384,2640,0,map,149.13,149.35,0.17
385,0,to,146.88,146.99,1.00,,,385,2641,0,turtle,149.35,149.75,0.47
386,0,talk,146.99,147.28,0.00,,,386,2642,0,could,149.84,150.02,0.00
387,0,about,147.29,147.59,1.00,,,387,2643,0,easily,150.04,150.42,0.00
388,0,good,147.6,147.88,0.00,,,388,2644,0,sell,150.42,150.69,0.00
389,0,punctuation.,147.93,148.76,0.00,,,389,2645,0,for,150.69,150.93,0.73
390,0,Caleb,149.45,149.81,0.00,,,390,2646,0,more,150.93,151.16,0.00
391,0,poked,149.81,150.16,0.00,,,391,2647,0,than,151.16,151.48,0.47
392,0,Tully's,150.16,150.5,0.00,,,392,2648,0,two,151.51,151.71,0.00
393,0,arm.,150.51,150.82,0.37,,,393,2649,0,hundred,151.71,151.91,0.43
394,0,That,151.28,151.49,0.00,,,394,2650,1,"dollars,",151.92,152.44,0.87
395,0,means,151.49,151.76,0.00,,,395,2651,0,depending,152.72,153.07,0.00
396,0,not,151.76,151.98,0.00,,,396,2652,0,on,153.07,153.14,0.97
397,0,being,151.98,152.29,0.00,,,397,2653,0,the,153.139999,153.219999,0.57
398,0,late.,152.29,152.7,0.10,,,398,2654,0,market.,153.22,153.66,0.00
399,0,He,153.2,153.39,0.20,,,399,2655,0,Hatchlings,154.44,154.87,0.00
400,0,grinned,153.389999,153.729999,0.00,,,400,2656,0,could,154.889999,155.069999,0.00
401,0,for,153.76,153.92,0.00,,,401,2657,0,go,155.07,155.22,0.13
402,0,sounding,153.92,154.31,0.00,,,402,2658,0,for,155.219999,155.399999,0.83
403,0,so,154.34,154.75,0.23,,,403,2659,0,well,155.4,155.63,0.00
404,0,smart.,154.75,155.24,0.33,,,404,2660,0,over,155.63,155.85,0.77
405,0,"No,",156.12,156.67,0.00,,,405,2661,0,one,155.849999,156.129999,0.17
406,0,Lyra,156.92,157.31,0.00,,,406,2662,0,hundred,156.13,156.37,0.77
407,0,whispered.,157.32,157.84,0.00,,,407,2663,1,dollars,156.37,156.7,0.93
408,0,That's,158.049999,158.359999,0.07,,,408,2664,0,each.,156.74,157.18,0.17
409,0,"punctual,",158.41,159.29,0.03,,,409,2665,0,"Wow,",157.92,158.38,0.10
410,0,not,159.53,159.7,0.53,,,410,2666,0,that's,158.809999,159.009999,0.20
411,0,punctuation.,159.75,160.72,0.57,,,411,2667,0,a,159.009999,159.069999,0.67
412,0,Punctuation,161.279999,161.979999,0.03,,,412,2668,0,lot,159.07,159.25,0.80
413,0,is,161.98,162.15,0.80,,,413,2669,0,of,159.25,159.34,0.97
414,0,periods,162.190001,162.780001,0.00,,,414,2670,0,"cold,",159.36,159.76,0.00
415,0,and,162.78,163.03,0.53,,,415,2671,0,hard,159.759999,160.129999,0.67
416,0,commas,163.03,163.47,0.50,,,416,2672,1,cash.,160.129999,160.829999,0.77
417,0,and,163.47,163.65,0.57,,,417,2673,0,I,161.25,161.38,0.10
418,0,stuff.,163.65,163.95,0.03,,,418,2674,0,could,161.379999,161.519999,0.10
419,0,Caleb's,165.07,165.19,0.00,,,419,2675,0,probably,161.52,161.76,0.03
420,0,face,165.21,165.49,0.23,,,420,2676,0,buy,161.76,161.96,0.10
421,0,got,165.49,165.69,0.03,,,421,2677,0,a,161.959999,162.029999,0.63
422,0,red,165.69,165.94,0.57,,,422,2678,0,whole,162.029999,162.239999,0.00
423,0,from,165.94,166.21,0.10,,,423,2679,0,pony,162.26,162.72,0.00
424,0,embarrassment.,166.22,166.79,0.60,,,424,2680,0,with,162.72,162.86,0.33
425,0,I,167.63,167.81,0.00,,,425,2681,0,that,162.87,163.14,0.83
426,0,knew,167.81,168.02,0.13,,,426,2682,0,kind,163.14,163.34,0.20
427,0,"that,",168.02,168.4,0.77,,,427,2683,0,of,163.34,163.49,0.90
428,0,I,168.51,168.75,0.23,,,428,2684,1,"money,",163.49,163.83,0.77
429,0,was,168.76,169.11,0.57,,,429,2685,0,Tully,164.2,164.48,0.23
430,0,just,169.12,169.59,0.67,,,430,2686,0,said.,164.48,164.76,0.87
431,0,testing,169.6,170.12,0.10,,,431,2687,0,Mr,165.78,166.35,0.37
432,1,you!,170.12,170.36,0.77,,,432,2688,0,Hornswoggle,166.36,166.521,0.93
433,0,Alright,171.55,172.22,0.00,,,433,2689,0,got,166.52,166.71,0.00
434,0,"class,",172.219999,172.719999,0.17,,,434,2690,0,a,166.71,166.77,0.47
435,0,we,173.139999,173.319999,0.00,,,435,2691,0,phone,166.77,167.02,0.00
436,0,are,173.32,173.37,0.57,,,436,2692,1,call,167.02,167.33,0.20
437,0,going,173.37,173.59,0.87,,,437,2693,0,and,167.37,167.53,0.13
438,0,to,173.59,173.72,1.00,,,438,2694,0,quickly,167.53,167.88,0.00
439,0,read,173.719999,174.019999,0.00,,,439,2695,0,returned,167.88,168.24,0.00
440,0,each,174.08,174.38,0.00,,,440,2696,0,to,168.24,168.31,0.60
441,1,sentence,174.38,174.8,0.60,,,441,2697,0,the,168.31,168.4,0.63
442,0,"together,",174.799999,175.319999,0.13,,,442,2698,0,library.,168.4,168.94,0.20
443,0,and,175.559999,175.749999,0.27,,,443,2699,0,The,169.52,169.65,0.17
444,0,then,175.75,175.86,0.40,,,444,2700,0,Gumshoe,169.65,169.98,0.30
445,0,you,175.86,175.97,0.03,,,445,2701,0,gang,169.98,170.29,0.93
446,0,can,175.969999,176.119999,0.10,,,446,2702,0,huddled,170.3,170.62,0.00
447,0,help,176.12,176.33,0.00,,,447,2703,0,close,170.62,171.07,0.00
448,0,me,176.33,176.46,0.23,,,448,2704,0,and,171.2,171.36,0.03
449,0,figure,176.46,176.79,0.07,,,449,2705,0,tried,171.36,171.62,0.03
450,0,out,176.79,176.98,0.87,,,450,2706,0,to,171.62,171.71,0.93
451,0,what,177.009999,177.259999,0.27,,,451,2707,0,make,171.71,171.88,0.00
452,0,important,177.28,177.74,0.00,,,452,2708,0,a,171.88,171.93,0.50
453,0,parts,177.74,178.08,0.10,,,453,2709,1,plan.,171.929999,172.339999,0.17
454,0,of,178.08,178.23,0.50,,,454,2710,0,How,173.37,173.53,0.00
455,0,the,178.23,178.32,0.87,,,455,2711,0,about,173.53,173.76,0.17
456,0,sentence,178.32,178.74,0.87,,,456,2712,0,asking,173.8,174.3,0.00
457,0,are,178.74,178.85,0.30,,,457,2713,0,Javier?,174.309999,174.919999,0.00
458,0,"missing,",178.85,179.3,0.37,,,458,2714,0,He,175.54,175.66,0.43
459,0,okay?,179.35,179.84,0.00,,,459,2715,0,knows,175.66,175.84,0.43
460,0,Look,180.5,180.67,0.00,,,460,2716,0,a,175.84,175.9,0.43
461,0,at,180.67,180.78,0.93,,,461,2717,0,lot,175.9,176.09,0.67
462,0,the,180.78,180.88,0.80,,,462,2718,0,about,176.09,176.28,0.93
463,0,first,180.88,181.15,0.30,,,463,2719,0,"animals,",176.28,176.85,0.37
464,0,sentence:,181.15,181.68,0.77,,,464,2720,0,maybe,176.91,177.19,0.07
465,0,My,182.25,182.57,0.00,,,465,2721,0,he,177.19,177.27,0.93
466,0,cat,182.59,182.9,0.10,,,466,2722,0,would,177.27,177.42,0.10
467,0,is,182.93,183.14,0.73,,,467,2723,0,know,177.42,177.58,0.60
468,0,so,183.14,183.47,0.00,,,468,2724,0,something!,177.58,178.04,0.10
469,0,lazy,183.47,183.99,0.03,,,469,2725,0,Tully,178.51,178.79,0.03
470,0,I,184.05,184.18,0.00,,,470,2726,0,said.,178.789999,179.079999,0.53
471,0,have,184.18,184.4,0.10,,,471,2727,0,It,179.259999,179.279999,0.00
472,0,to,184.4,184.52,0.97,,,472,2728,0,was,179.969999,180.149999,0.50
473,0,hire,184.52,184.85,0.00,,,473,2729,0,perfect,180.15,180.55,0.00
474,0,other,184.91,185.19,0.00,,,474,2730,0,timing,180.57,181.05,0.10
475,0,cats,185.19,185.57,0.43,,,475,2731,0,because,181.13,181.39,0.27
476,0,to,185.58,185.76,0.97,,,476,2732,0,it,181.39,181.46,0.07
477,0,take,185.76,186.02,0.00,,,477,2733,0,was,181.46,181.58,0.77
478,0,naps,186.02,186.39,0.00,,,478,2734,0,time,181.58,181.82,0.13
479,0,for,186.4,186.56,0.40,,,479,2735,0,for,181.82,181.97,0.27
480,0,her.,186.56,186.85,0.40,,,480,2736,0,recess.,181.97,182.54,0.23
481,0,Everybody,187.49,188.01,0.00,,,481,2737,0,They,183.2,183.35,0.07
482,0,howled,188.01,188.34,0.00,,,482,2738,0,went,183.35,183.51,0.50
483,0,with,188.36,188.5,0.23,,,483,2739,0,outside,183.51,184,0.13
484,1,laughter.,188.51,189.07,0.73,,,484,2740,0,and,184.05,184.24,0.33
485,0,Rocket,189.429999,189.839999,0.00,,,485,2741,0,found,184.3,184.47,0.23
486,0,fell,189.84,190.1,0.00,,,486,2742,0,Javier,184.47,184.8,0.63
487,0,right,190.099999,190.359999,0.00,,,487,2743,0,on,184.8,184.89,0.03
488,0,out,190.4,190.58,0.27,,,488,2744,0,the,184.89,185,0.83
489,0,of,190.58,190.68,0.87,,,489,2745,1,swings.,185,185.47,0.60
490,0,his,190.679999,190.889999,0.80,,,490,2746,0,Hey,186.26,186.65,0.10
491,1,seat.,190.889999,191.349999,0.10,,,491,2747,0,"guys,",186.67,187.21,0.10
492,0,Can,192.059999,192.199999,0.00,,,492,2748,0,he,187.68,187.87,0.07
493,0,we,192.2,192.37,0.13,,,493,2749,0,"said,",187.87,188.17,0.87
494,0,write,192.37,192.68,0.00,,,494,2750,0,but,188.52,188.67,0.03
495,0,one,192.679999,192.939999,0.03,,,495,2751,0,he,188.679999,188.809999,0.37
496,0,for,192.94,193.12,0.03,,,496,2752,0,didn't,188.809999,188.979999,0.33
497,0,a,193.12,193.2,0.00,,,497,2753,0,look,188.98,189.15,0.37
498,0,parakeet?,193.2,193.93,0.00,,,498,2754,0,that,189.15,189.28,0.03
499,0,Carys,194.15,194.6,0.00,,,499,2755,0,happy,189.29,189.54,0.47
500,0,asked.,194.599999,194.889999,0.17,,,500,2756,0,to,189.54,189.64,0.60
501,0,And,195.389999,195.559999,0.00,,,501,2757,0,see,189.639999,189.819999,0.90
502,0,my,195.559999,195.699999,0.00,,,502,2758,0,them.,189.82,190.09,0.83
503,0,box,195.7,196.07,0.00,,,503,2759,0,Alex,190.98,191.31,0.03
504,0,turtle!,196.08,196.55,0.10,,,504,2760,0,and,191.34,191.46,0.03
505,0,Emily,196.619999,196.979999,0.00,,,505,2761,0,Caleb,191.46,191.85,0.03
506,0,"said,",196.99,197.29,0.60,,,506,2762,0,sat,191.849999,192.079999,0.03
507,0,bouncing,197.459999,197.869999,0.00,,,507,2763,0,in,192.08,192.15,0.03
508,0,in,197.869999,197.949999,0.17,,,508,2764,0,the,192.15,192.23,0.73
509,0,her,197.949999,198.069999,0.67,,,509,2765,0,swings,192.23,192.67,0.67
510,0,chair.,198.07,198.5,0.13,,,510,2766,0,on,192.69,192.86,0.03
511,0,"Like,",199.1,199.52,0.00,,,511,2767,0,either,192.86,193.07,0.20
512,0,My,200,200.31,0.07,,,512,2768,0,side,193.07,193.3,1.00
513,0,turtle,200.31,200.77,0.37,,,513,2769,0,of,193.299999,193.399999,1.00
514,0,is,200.77,201.01,0.77,,,514,2770,0,him.,193.4,193.63,0.40
515,0,so,201.01,201.36,0.57,,,515,2771,0,Can,194.46,194.58,0.07
516,0,slow,201.36,201.91,0.27,,,516,2772,0,you,194.58,194.69,0.73
517,0,he,202,202.55,0.20,,,517,2773,0,help,194.69,194.87,0.30
518,0,walks,202.56,203,0.03,,,518,2774,0,us,194.87,195.01,0.90
519,0,backwards'.,203.02,203.76,0.00,,,519,2775,0,with,195.009999,195.139999,0.30
520,0,Miss,204.64,204.83,0.03,,,520,2776,0,our,195.139999,195.259999,0.03
521,0,Flores,204.83,205.15,0.83,,,521,2777,0,case?,195.259999,195.709999,0.03
522,0,held,205.16,205.35,0.03,,,522,2778,0,Alex,195.94,196.27,0.10
523,0,up,205.34,205.45,0.23,,,523,2779,0,asked.,196.27,196.64,0.50
524,0,her,205.45,205.57,0.73,,,524,2780,0,"Um,",197.32,197.81,0.03
525,0,hands.,205.57,206.05,0.80,,,525,2781,0,"okay,",198.25,198.74,0.03
526,0,Emily,206.41,206.85,0.00,,,526,2782,0,Javier,199.73,200.13,0.43
527,0,that,206.91,207.11,0.03,,,527,2783,0,said.,200.13,200.42,0.80
528,0,was,207.11,207.27,0.07,,,528,2784,0,How,201.35,201.53,0.03
529,0,fantastic.,207.28,208.23,0.00,,,529,2785,0,long,201.53,201.72,0.07
530,0,"Yes,",208.48,209,0.03,,,530,2786,0,can,201.72,201.89,0.13
531,0,let's,209.389999,209.659999,0.00,,,531,2787,0,turtles,201.89,202.29,0.10
532,0,write,209.66,209.86,0.20,,,532,2788,0,live?,202.29,202.63,0.00
533,0,one,209.86,210.11,0.00,,,533,2789,0,asked,203.15,203.37,0.17
534,0,for,210.11,210.31,0.30,,,534,2790,0,Tully.,203.37,203.77,0.10
535,0,each,210.38,210.64,0.03,,,535,2791,0,Like,204.62,204.85,0.03
536,0,of,210.65,210.76,0.27,,,536,2792,0,30,204.87,205.22,0.03
537,0,our,210.759999,210.859999,0.23,,,537,2793,1,years,205.22,205.43,0.83
538,1,pets.,210.889999,211.269999,0.73,,,538,2794,0,sometimes.,205.43,206,0.03
539,0,But,211.69,211.9,0.00,,,539,2795,0,Interesting.,206.929999,208.019999,0.00
540,0,"first,",211.92,212.68,0.13,,,540,2796,0,"So,",208.29,208.84,0.03
541,0,we,212.95,213.1,0.33,,,541,2797,0,it,209.08,209.16,0.03
542,0,need,213.099999,213.219999,0.53,,,542,2798,0,would,209.17,209.33,0.20
543,0,to,213.23,213.34,0.97,,,543,2799,0,be,209.34,209.5,0.60
544,0,do,213.339999,213.509999,0.03,,,544,2800,0,neat,209.5,209.78,0.03
545,0,the,213.509999,213.619999,0.20,,,545,2801,0,for,209.78,209.89,0.10
546,0,assignment.,213.62,214.2,0.00,,,546,2802,0,your,209.889999,210.059999,0.03
547,0,Deal?,214.51,214.97,0.00,,,547,2803,0,pet,210.07,210.29,0.07
548,0,Deal!,215.639999,216.249999,0.00,,,548,2804,1,shop,210.29,210.57,0.07
549,0,everybody,216.46,216.96,0.00,,,549,2805,0,to,210.57,210.69,0.73
550,0,yelled.,216.96,217.4,0.00,,,550,2806,0,have,210.69,210.86,0.57
551,0,The,218.82,218.92,0.10,,,551,2807,0,a,210.86,210.94,0.53
552,0,next,218.92,219.2,0.07,,,552,2808,0,rare,210.94,211.16,0.07
553,0,"day,",219.2,219.62,0.20,,,553,2809,0,turtle,211.2,211.52,0.90
554,0,Tully,219.78,220.03,0.03,,,554,2810,0,for,211.53,211.66,0.07
555,0,was,220.03,220.18,0.03,,,555,2811,0,"sale,",211.66,212.06,0.47
556,0,getting,220.18,220.43,0.03,,,556,2812,0,right?,212.23,212.53,0.03
557,0,ready,220.43,220.65,0.47,,,557,2813,0,Javier,213.599999,213.959999,0.10
558,0,for,220.65,220.82,0.83,,,558,2814,0,cleared,213.96,214.24,0.03
559,1,school.,220.82,221.31,0.60,,,559,2815,0,his,214.24,214.36,0.77
560,0,She,222.01,222.2,0.70,,,560,2816,0,throat,214.359999,214.629999,0.80
561,0,dug,222.21,222.46,0.00,,,561,2817,0,nervously.,215.27,215.28,0.07
562,0,through,222.46,222.69,0.07,,,562,2818,0,He,216.049999,216.209999,0.13
563,0,her,222.69,222.84,0.83,,,563,2819,0,glanced,216.21,216.56,0.03
564,0,entire,222.84,223.49,0.00,,,564,2820,0,at,216.56,216.68,0.63
565,0,closet,223.5,224.02,0.27,,,565,2821,0,Tully,216.68,217.1,0.50
566,0,searching,224.05,224.48,0.00,,,566,2822,0,and,217.16,217.26,0.83
567,0,for,224.48,224.58,1.00,,,567,2823,0,then,217.26,217.4,0.10
568,0,the,224.58,224.7,0.23,,,568,2824,0,looked,217.4,217.6,0.13
569,0,right,224.7,224.96,0.07,,,569,2825,0,down,217.61,217.86,0.13
570,1,outfit,225.01,225.43,0.33,,,570,2826,0,at,217.86,217.96,0.87
571,0,to,225.429999,225.589999,0.60,,,571,2827,0,his,217.96,218.13,0.53
572,0,wear.,225.59,225.93,0.87,,,572,2828,0,hands.,218.13,218.55,0.07
573,0,"Oh,",226.78,227.22,0.00,,,573,2829,0,I,219.47,220.01,0.17
574,0,dear!,227.259999,228.009999,0.00,,,574,2830,0,guess,220.16,220.44,0.33
575,0,Mom,228.599999,228.919999,0.00,,,575,2831,0,so.,220.44,220.85,0.50
576,0,said,228.92,229.19,0.37,,,576,2832,0,But,221.11,221.23,0.03
577,0,as,229.19,229.31,0.10,,,577,2833,0,it's,221.23,221.39,0.17
578,0,she,229.309999,229.469999,0.87,,,578,2834,0,my,221.39,221.59,0.03
579,0,tried,229.469999,229.779999,0.00,,,579,2835,0,parents',221.77,222.09,0.37
580,0,to,229.78,229.86,0.87,,,580,2836,0,"store,",222.09,222.41,0.23
581,0,come,229.86,230.04,0.00,,,581,2837,0,not,222.41,222.66,0.40
582,0,into,230.04,230.27,0.50,,,582,2838,0,mine.,222.66,223.1,0.87
583,0,Tully's,230.27,230.69,0.23,,,583,2839,0,We,223.79,223.9,0.03
584,1,room.,230.69,231.06,0.97,,,584,2840,0,have,223.9,224,0.13
585,0,She,231.719999,231.899999,0.13,,,585,2841,0,a,224,224.04,0.23
586,0,peeked,231.9,232.19,0.00,,,586,2842,0,lot,224.04,224.2,0.23
587,0,around,232.190001,232.420001,0.10,,,587,2843,0,of,224.2,224.31,0.93
588,0,the,232.42,232.52,0.77,,,588,2844,0,other,224.32,224.53,0.03
589,0,clothes,232.52,232.84,0.00,,,589,2845,0,animals,224.53,224.94,0.53
590,0,mountain.,232.84,233.3,0.00,,,590,2846,0,"too,",224.96,225.41,0.03
591,0,What,233.77,234.06,0.03,,,591,2847,0,like,225.52,225.73,0.07
592,0,on,234.08,234.4,0.00,,,592,2848,0,lizards,225.76,226.29,0.07
593,1,Earth,234.53,235.07,0.83,,,593,2849,0,and,226.29,226.55,0.77
594,0,is,235.17,235.38,0.50,,,594,2850,0,gerbils,227.13,227.14,0.03
595,0,going,235.38,235.68,0.37,,,595,2851,0,and,227.139999,227.429999,0.63
596,0,on,235.69,235.93,0.83,,,596,2852,0,kittens,227.46,227.79,0.03
597,0,in,235.93,236.07,0.13,,,597,2853,0,and,227.79,227.99,0.83
598,0,here?,236.07,236.48,0.00,,,598,2854,0,stuff.,227.99,228.37,0.03
599,0,Just,237.21,237.48,0.00,,,599,2855,0,What,229.36,229.51,0.00
600,0,getting,237.48,237.68,0.00,,,600,2856,0,would,229.509999,229.629999,0.07
601,0,dressed!,237.68,238.2,0.03,,,601,2857,0,you,229.63,229.74,0.57
602,0,Tully,238.513,238.79,0.13,,,602,2858,0,do,229.74,229.91,0.43
603,0,said.,238.79,239.1,0.80,,,603,2859,0,with,229.91,230.06,0.23
604,0,She,239.71,239.89,0.23,,,604,2860,0,a,230.059999,230.099999,0.77
605,0,climbed,239.89,240.22,0.00,,,605,2861,0,million,230.099999,230.509999,0.00
606,0,over,240.23,240.51,0.03,,,606,2862,0,bucks?,230.509999,231.049999,0.00
607,0,her,240.51,240.64,0.13,,,607,2863,0,Rocket,231.12,231.41,0.00
608,0,"clothes,",240.64,241.1,0.10,,,608,2864,0,asked.,231.429999,231.839999,0.80
609,0,slid,241.33,241.64,0.00,,,609,2865,0,Javier,232.35,232.74,0.03
610,0,down,241.64,241.83,0.47,,,610,2866,0,blinked.,232.74,233.24,0.00
611,0,the,241.83,241.97,0.77,,,611,2867,0,"Hmmm,",233.85,234.13,0.00
612,0,other,241.99,242.23,0.07,,,612,2868,0,I,234.389999,234.469999,0.83
613,0,side,242.23,242.55,0.87,,,613,2869,0,don't,234.47,234.6,0.27
614,0,to,242.55,242.64,0.00,,,614,2870,0,know.,234.6,234.87,0.87
615,0,the,242.639999,242.749999,0.60,,,615,2871,0,Buy,235.45,235.67,0.03
616,0,"floor,",242.75,243.22,0.33,,,616,2872,0,a,235.67,235.72,0.70
617,0,and,243.44,243.63,0.63,,,617,2873,0,zoo,235.72,236.07,0.00
618,0,showed,243.63,243.92,0.03,,,618,2874,0,maybe?,236.07,236.61,0.03
619,0,Mom,243.92,244.19,0.03,,,619,2875,0,Why?,237.01,237.45,0.00
620,0,her,244.19,244.33,0.63,,,620,2876,0,Just,238.24,238.73,0.03
621,0,plain,244.33,244.78,0.00,,,621,2877,0,"wondering,",238.75,239.76,0.47
622,0,white,244.78,245.03,0.10,,,622,2878,0,Tully,240.21,240.34,0.03
623,0,T-shirt,245.259999,245.539999,0.07,,,623,2879,0,said.,240.51,240.81,0.67
624,0,and,245.599999,245.809999,0.43,,,624,2880,0,She,241.65,241.83,0.00
625,0,brown,245.809999,246.169999,0.00,,,625,2881,0,wrote,241.83,242.01,0.00
626,0,corduroy,246.17,246.68,0.00,,,626,2882,0,down,242.01,242.18,0.47
627,1,pants.,246.679999,247.219999,0.80,,,627,2883,0,a,242.179999,242.239999,0.23
628,0,She,247.799999,247.979999,0.30,,,628,2884,0,few,242.24,242.44,0.07
629,0,gave,247.98,248.21,0.00,,,629,2885,0,notes,242.44,242.72,0.40
630,0,Mom,248.219999,248.449999,0.07,,,630,2886,0,in,242.72,242.81,0.67
631,0,a,248.45,248.5,0.50,,,631,2887,0,her,242.809999,242.909999,0.90
632,0,hug,248.5,248.86,0.43,,,632,2888,1,notebook.,242.91,243.43,0.63
633,0,as,249.009999,249.179999,0.00,,,633,2889,0,Suspect:,243.809999,244.439999,0.00
